Id,SalePrice
1775,137280.0
1776,128130.0
1777,124930.0
1778,170280.0
1779,114950.0
1780,168135.0
1781,139020.0
1782,109540.0
1783,154440.0
1784,125340.0
1785,130206.5
1786,158100.0
1787,174790.0
1788,75450.0
1789,105382.9
1790,106940.0
1791,203830.0
1792,154035.0
1793,169280.0
1794,182600.0
1795,143315.0
1796,109400.0
1797,132880.0
1798,133360.0
1799,121930.0
1800,112950.0
1801,116160.0
1802,122680.0
1803,165535.0
1804,147340.0
1805,136265.0
1806,109940.0
1807,137560.0
1808,123829.6
1809,112740.0
1810,149260.0
1811,83735.0
1812,103600.4
1813,120900.0
1814,123075.8
1815,86171.1
1816,126570.0
1817,179030.0
1818,127107.5
1819,107180.0
1820,88700.0
1821,131000.0
1822,163930.0
1823,68720.0
1824,113690.0
1825,100530.4
1826,101640.0
1827,113927.6
1828,128275.0
1829,164090.0
1830,178190.0
1831,116500.4
1832,129350.0
1833,133850.0
1834,101375.0
1835,116150.0
1836,130395.9
1837,114140.0
1838,131050.0
1839,106825.4
1840,161000.0
1841,142200.0
1842,97375.4
1843,132725.0
1844,145205.0
1845,123650.0
1846,156750.0
1847,139675.0
1848,75225.0
1849,123190.0
1850,133817.5
1851,138843.4
1852,131720.0
1853,153770.0
1854,196550.0
1855,177840.0
1856,224290.0
1857,185480.0
1858,147121.8
1859,117994.0
1860,149534.8
1861,117994.0
1862,223403.9
1863,223403.9
1864,223403.9
1865,332314.6
1866,337637.8
1867,244528.6
1868,269890.0
1869,201780.0
1870,286311.3
1871,237200.7
1872,173766.0
1873,251970.5
1874,136290.0
1875,209640.0
1876,198200.0
1877,237700.0
1878,208902.0
1879,128865.0
1880,144720.0
1881,281890.0
1882,228900.0
1883,201140.0
1884,223705.0
1885,237500.0
1886,261390.0
1887,229580.6
1888,307116.2
1889,168857.5
1890,132675.8
1891,140790.0
1892,119275.0
1893,127330.0
1894,133800.0
1895,142180.0
1896,124500.0
1897,137665.0
1898,106938.7
1899,172130.0
1900,125900.0
1901,164400.0
1902,167350.0
1903,176242.0
1904,159657.5
1905,216700.0
1906,150100.0
1907,208640.0
1908,133340.0
1909,139225.3
1910,133340.0
1911,171180.0
1912,235803.7
1913,173310.0
1914,80049.3
1915,322000.2
1916,80300.0
1917,242932.3
1918,132450.0
1919,143475.8
1920,183000.0
1921,434761.7
1922,340646.8
1923,170130.0
1924,207450.0
1925,203470.0
1926,380659.9
1927,137098.0
1928,162990.0
1929,126070.0
1930,120090.0
1931,139090.0
1932,160293.2
1933,224800.0
1934,187350.0
1935,169770.0
1936,200650.0
1937,177950.0
1938,188268.5
1939,218916.3
1940,193590.0
1941,178400.0
1942,182010.0
1943,200275.0
1944,295476.8
1945,378260.7
1946,168340.5
1947,295303.2
1948,167190.0
1949,242950.0
1950,198200.0
1951,269510.0
1952,234738.7
1953,173500.0
1954,173185.0
1955,164490.0
1956,273187.0
1957,168790.0
1958,321499.0
1959,145095.3
1960,121440.0
1961,125325.0
1962,95770.0
1963,99625.8
1964,110200.0
1965,149050.0
1966,134800.0
1967,313215.5
1968,434170.0
1969,401742.9
1970,431648.1
1971,375667.6
1972,356077.0
1973,275522.4
1974,307494.0
1975,482510.7
1976,331440.2
1977,369600.0
1978,323741.3
1979,351250.4
1980,200779.1
1981,361637.2
1982,234650.0
1983,220498.2
1984,173164.0
1985,244591.2
1986,248850.1
1987,176813.5
1988,182204.0
1989,191520.0
1990,212300.0
1991,220027.0
1992,225550.0
1993,176304.0
1994,211550.0
1995,180550.0
1996,231237.7
1997,278860.2
1998,389550.0
1999,247479.0
2000,294523.6
2001,301012.4
2002,264360.9
2003,266438.6
2004,301575.0
2005,210460.0
2006,221507.0
2007,256350.0
2008,204190.0
2009,208781.0
2010,194230.0
2011,135350.0
2012,178140.0
2013,182640.0
2014,207020.0
2015,205480.0
2016,212045.0
2017,203370.0
2018,128430.0
2019,130680.0
2020,113408.3
2021,122430.0
2022,174150.0
2023,136615.0
2024,223319.0
2025,281100.0
2026,185659.0
2027,154750.0
2028,159374.4
2029,173167.8
2030,246852.4
2031,227435.6
2032,242115.0
2033,245500.0
2034,164986.63333333336
2035,207552.8
2036,190340.0
2037,194890.0
2038,227100.0
2039,216100.0
2040,279029.3
2041,235160.0
2042,205540.0
2043,178755.0
2044,169340.5
2045,197050.0
2046,154771.0
2047,172080.0
2048,181150.0
2049,150130.0
2050,179580.0
2051,105150.0
2052,137880.0
2053,140605.0
2054,101600.0
2055,167240.0
2056,114031.1
2057,135350.0
2058,233630.0
2059,142250.0
2060,147770.0
2061,163150.0
2062,138815.0
2063,115800.0
2064,168970.0
2065,134295.0
2066,135640.0
2067,102450.0
2068,148720.0
2069,93430.0
2070,116300.0
2071,119887.5
2072,161050.0
2073,142530.0
2074,169710.0
2075,143530.0
2076,124625.9
2077,147630.0
2078,136530.0
2079,135580.0
2080,118670.0
2081,125200.0
2082,129840.0
2083,131230.0
2084,115978.3
2085,140150.0
2086,82661.1
2087,123750.0
2088,115115.0
2089,109690.0
2090,122150.0
2091,108490.0
2092,119300.0
2093,112010.0
2094,115100.0
2095,138580.0
2096,90450.0
2097,106450.0
2098,164280.0
2099,83490.0
2100,89510.0
2101,124345.3
2102,113040.0
2103,105680.0
2104,131240.6
2105,105150.0
2106,125589.3
2107,199140.0
2108,123445.0
2109,110928.8
2110,160518.0
2111,109140.0
2112,131562.5
2113,124900.0
2114,101400.0
2115,132785.0
2116,140570.0
2117,127587.5
2118,122335.0
2119,121235.0
2120,107330.0
2121,96750.0
2122,124150.0
2123,86000.0
2124,139890.0
2125,177450.0
2126,129390.0
2127,142940.0
2128,135820.0
2129,134832.8
2130,132810.0
2131,161275.0
2132,123013.4
2133,130970.0
2134,118875.0
2135,116515.3
2136,76548.6
2137,141870.0
2138,140179.6
2139,145950.0
2140,131980.0
2141,149820.0
2142,142370.0
2143,150720.0
2144,158735.0
2145,135760.0
2146,140390.0
2147,157000.0
2148,146777.9
2149,185249.9
2150,203300.0
2151,103700.0
2152,153950.0
2153,159067.5
2154,109400.0
2155,142780.0
2156,237390.0
2157,258650.0
2158,200633.5
2159,173423.5
2160,171975.5
2161,248832.7
2162,460067.8
2163,341636.0
2164,296800.0
2165,178690.0
2166,146275.0
2167,196180.0
2168,210635.0
2169,196290.0
2170,223520.0
2171,146290.0
2172,146450.0
2173,132690.0
2174,234440.0
2175,296397.0
2176,346700.0
2177,234923.0
2178,209350.0
2179,146760.0
2180,295358.3
2181,194570.0
2182,250409.7
2183,198972.0
2184,131900.0
2185,143443.2
2186,157205.0
2187,140950.0
2188,155575.0
2189,124610.0
2190,82350.0
2191,89525.0
2192,103640.0
2193,93690.0
2194,98280.0
2195,128740.0
2196,103666.1
2197,119885.4
2198,137735.0
2199,147700.0
2200,161625.0
2201,140157.5
2202,169075.0
2203,190710.0
2204,168430.0
2205,148608.7
2206,144750.0
2207,216910.0
2208,156690.0
2209,226840.0
2210,137400.0
2211,105600.0
2212,116900.0
2213,112227.6
2214,127053.8
2215,96821.1
2216,144457.5
2217,92587.2
2218,86200.0
2219,81990.0
2220,102030.0
2221,317600.0
2222,283540.0
2223,333154.0
2224,194600.0
2225,139831.2
2226,199230.0
2227,215200.0
2228,297015.4
2229,238788.5
2230,157330.0
2231,234440.0
2232,181870.0
2233,211295.6
2234,233607.8
2235,251290.0
2236,283172.5
2237,371821.8
2238,239340.0
2239,109690.0
2240,156845.0
2241,192856.3
2242,140910.0
2243,98050.0
2244,95780.0
2245,93590.0
2246,143950.0
2247,91250.0
2248,126500.0
2249,121700.0
2250,133540.0
2251,125792.6
2252,179400.0
2253,165720.0
2254,165150.0
2255,196057.8
2256,178210.0
2257,179250.0
2258,164145.0
2259,178700.0
2260,175290.0
2261,179780.0
2262,215640.0
2263,318933.1
2264,409239.7
2265,180076.0
2266,236268.0
2267,326410.0
2268,350284.8
2269,162665.0
2270,188263.5
2271,208450.0
2272,186415.0
2273,166350.0
2274,174190.0
2275,190020.0
2276,178950.0
2277,207480.0
2278,137420.0
2279,123260.0
2280,122915.0
2281,191022.5
2282,220376.5
2283,94130.0
2284,116557.5
2285,140050.0
2286,135250.0
2287,347066.2
2288,271982.3
2289,404000.0
2290,461029.4
2291,295036.4
2292,395894.2
2293,460410.7
2294,334299.3
2295,451540.7
2296,269901.1
2297,308183.8
2298,343867.9
2299,316895.4
2300,311662.4
2301,287473.3
2302,301017.2
2303,224437.0
2304,272884.3
2305,209500.0
2306,232026.4
2307,203326.5
2308,211400.0
2309,265580.0
2310,216352.0
2311,229055.6
2312,188843.5
2313,179350.0
2314,162829.6
2315,178883.5
2316,219392.5
2317,181750.0
2318,182214.0
2319,175786.0
2320,178064.0
2321,243669.5
2322,171644.5
2323,193640.0
2324,173526.5
2325,211967.8
2326,170096.5
2327,210195.0
2328,211090.0
2329,182700.0
2330,176300.0
2331,376259.4
2332,303393.0
2333,282000.0
2334,267363.9
2335,247638.0
2336,338150.0
2337,206022.1
2338,308909.6
2339,217549.0
2340,395484.9
2341,212942.0
2342,217700.0
2343,222235.0
2344,231260.3
2345,258079.4
2346,199759.3
2347,200997.1
2348,227145.0
2349,192855.6
2350,277796.8
2351,235116.4
2352,265286.3
2353,284650.0
2354,130150.0
2355,148650.0
2356,186850.0
2357,198380.0
2358,205950.0
2359,114450.4
2360,122955.0
2361,143440.0
2362,243779.0
2363,143435.0
2364,145315.0
2365,206230.0
2366,184454.7
2367,212337.4
2368,222422.4
2369,220721.2
2370,172650.0
2371,174600.0
2372,197564.1
2373,244500.0
2374,260623.0
2375,229530.0
2376,298130.0
2377,313210.0
2378,141250.0
2379,212226.8
2380,162755.0
2381,171170.0
2382,161300.0
2383,189020.0
2384,227240.0
2385,156405.0
2386,139950.0
2387,129200.0
2388,125470.0
2389,138990.0
2390,135465.0
2391,148900.0
2392,115850.0
2393,157080.0
2394,150110.9
2395,186660.0
2396,143145.0
2397,176290.0
2398,129050.0
2399,66299.3
2400,82080.0
2401,116900.4
2402,138925.0
2403,138550.0
2404,150400.0
2405,156530.0
2406,129400.0
2407,131750.0
2408,144050.0
2409,138400.0
2410,160380.0
2411,130225.0
2412,143475.0
2413,142180.0
2414,120650.0
2415,142235.0
2416,135490.0
2417,133092.5
2418,125520.0
2419,144360.0
2420,129368.3
2421,137525.0
2422,116455.0
2423,124008.7
2424,146950.0
2425,192590.0
2426,157425.0
2427,120817.4
2428,130153.2
2429,117060.0
2430,125620.0
2431,119090.0
2432,134702.5
2433,144190.0
2434,143250.0
2435,151500.0
2436,101600.0
2437,117615.0
2438,130380.0
2439,164745.0
2440,129973.2
2441,114340.0
2442,101340.0
2443,123005.0
2444,141123.2
2445,95100.0
2446,171260.0
2447,205098.5
2448,126150.0
2449,140188.7
2450,132780.0
2451,133491.2
2452,127223.2
2453,96520.0
2454,113990.0
2455,113265.0
2456,129828.4
2457,123895.0
2458,105900.0
2459,139015.0
2460,125250.0
2461,123307.5
2462,128545.0
2463,139100.0
2464,161660.0
2465,136373.2
2466,116630.0
2467,148843.2
2468,90900.0
2469,111400.0
2470,147165.0
2471,146565.0
2472,152190.0
2473,128550.0
2474,102090.0
2475,182250.0
2476,115390.0
2477,131880.0
2478,170260.0
2479,136280.0
2480,194488.5
2481,137450.0
2482,138506.0
2483,122320.0
2484,142870.0
2485,128630.0
2486,152915.0
2487,168485.0
2488,123890.0
2489,138950.0
2490,144900.0
2491,103090.0
2492,172990.0
2493,140075.0
2494,153250.0
2495,90250.0
2496,177940.0
2497,134710.0
2498,132855.0
2499,84650.0
2500,157280.0
2501,145007.5
2502,129050.0
2503,109000.0
2504,146720.0
2505,198340.0
2506,256246.4
2507,325068.9
2508,260441.4
2509,239444.9
2510,207260.0
2511,183861.4
2512,214927.5
2513,235350.0
2514,203730.0
2515,152090.0
2516,171183.2
2517,131825.8
2518,140990.0
2519,227040.0
2520,216040.0
2521,200040.0
2522,215890.0
2523,143021.4
2524,149970.0
2525,142850.0
2526,145425.0
2527,121940.0
2528,133803.2
2529,135430.0
2530,132175.0
2531,273660.0
2532,228150.0
2533,205140.0
2534,230231.1
2535,253294.6
2536,220611.3
2537,225050.0
2538,183380.5
2539,190814.1
2540,186999.0
2541,175180.5
2542,176939.0
2543,125790.0
2544,146125.0
2545,129645.0
2546,153690.0
2547,137910.0
2548,145775.9
2549,180265.0
2550,466544.6
2551,142900.0
2552,123860.0
2553,89575.0
2554,111450.0
2555,112000.0
2556,119410.0
2557,131030.0
2558,148940.0
2559,160485.0
2560,135410.0
2561,123220.0
2562,119100.0
2563,148587.4
2564,154980.0
2565,153930.0
2566,153450.0
2567,161400.0
2568,222700.0
2569,220053.0
2570,140650.0
2571,219820.0
2572,147240.0
2573,217075.0
2574,190943.2
2575,128275.0
2576,126700.0
2577,127430.0
2578,96390.0
2579,100790.0
2580,115400.0
2581,142495.0
2582,127300.0
2583,286100.0
2584,151823.7
2585,241213.2
2586,250937.2
2587,188460.0
2588,122445.0
2589,147111.0
2590,246400.0
2591,149300.0
2592,230742.1
2593,249908.0
2594,169240.0
2595,195683.2
2596,373351.5
2597,211815.0
2598,229779.0
2599,317555.9
2600,175502.1
2601,149608.7
2602,92850.0
2603,93140.0
2604,87950.0
2605,95350.0
2606,143576.0
2607,186130.0
2608,169050.0
2609,174300.0
2610,115450.0
2611,145165.0
2612,155538.7
2613,124550.0
2614,125940.0
2615,160240.0
2616,141540.0
2617,191190.0
2618,206750.0
2619,166390.0
2620,187450.0
2621,177710.0
2622,175500.0
2623,238319.0
2624,283982.9
2625,277256.1
2626,168590.0
2627,152245.9
2628,356441.9
2629,367344.0
2630,281084.3
2631,417089.4
2632,320681.1
2633,283600.0
2634,380734.9
2635,152630.0
2636,185730.0
2637,236900.0
2638,234967.7
2639,161540.0
2640,158050.0
2641,125010.0
2642,234300.0
2643,125900.0
2644,142750.0
2645,95290.0
2646,93690.0
2647,100470.0
2648,144665.0
2649,128970.0
2650,136370.0
2651,145900.0
2652,367894.4
2653,258420.0
2654,284826.3
2655,425432.6
2656,311810.0
2657,269250.0
2658,249100.0
2659,251448.8
2660,308803.2
2661,376494.6
2662,395053.9
2663,296538.5
2664,257290.0
2665,325573.1
2666,272181.3
2667,174991.0
2668,179069.0
2669,189932.0
2670,271690.0
2671,179072.0
2672,182885.0
2673,218370.0
2674,223163.5
2675,170664.0
2676,210850.0
2677,184650.0
2678,230737.9
2679,293550.0
2680,284100.0
2681,340929.4
2682,290000.0
2683,388338.8
2684,302275.0
2685,300498.6
2686,260787.7
2687,324132.0
2688,219781.5
2689,195746.7
2690,441421.9
2691,210525.4
2692,130630.0
2693,198327.9
2694,131788.0
2695,202479.0
2696,187850.0
2697,202545.0
2698,205330.0
2699,203805.0
2700,175184.0
2701,163866.4
2702,130995.0
2703,118300.0
2704,134706.0
2705,135350.0
2706,121050.0
2707,135230.0
2708,139250.0
2709,98800.0
2710,131795.0
2711,265350.0
2712,345087.0
2713,183198.0
2714,151670.0
2715,173080.0
2716,156640.0
2717,160990.0
2718,216661.9
2719,163850.0
2720,163875.0
2721,147795.0
2722,179805.0
2723,142450.0
2724,127800.0
2725,137310.0
2726,144390.0
2727,133100.0
2728,148747.1
2729,170540.0
2730,145257.5
2731,122140.0
2732,121560.0
2733,160850.0
2734,134800.0
2735,131080.0
2736,131589.5
2737,129375.0
2738,151305.0
2739,169150.0
2740,146035.0
2741,142490.0
2742,154225.0
2743,153100.0
2744,138017.5
2745,129078.0
2746,131710.0
2747,127150.0
2748,146143.2
2749,133180.0
2750,138100.0
2751,125615.0
2752,235538.0
2753,145350.0
2754,263162.9
2755,123822.1
2756,113300.0
2757,106247.1
2758,105400.0
2759,151780.0
2760,138220.0
2761,145670.0
2762,140590.0
2763,160700.0
2764,118403.2
2765,201810.0
2766,131790.0
2767,92030.0
2768,137845.0
2769,139975.0
2770,144825.0
2771,122760.0
2772,125620.0
2773,184930.0
2774,140912.5
2775,130685.0
2776,135526.4
2777,161755.0
2778,95175.0
2779,170954.0
2780,115134.0
2781,101940.0
2782,108390.0
2783,118945.0
2784,134707.1
2785,130140.0
2786,90935.0
2787,118480.0
2788,110640.4
2789,166200.5
2790,100115.0
2791,130575.0
2792,111480.0
2793,128970.0
2794,138569.0
2795,114740.0
2796,104650.0
2797,178840.0
2798,116400.0
2799,108581.1
2800,61152.2
2801,122025.0
2802,121750.0
2803,153490.0
2804,113710.0
2805,89490.0
2806,112800.0
2807,138900.0
2808,147500.0
2809,137440.0
2810,128998.0
2811,161940.0
2812,152050.0
2813,173540.0
2814,167220.0
2815,99950.0
2816,225330.0
2817,152425.0
2818,146910.0
2819,144146.1
2820,140850.0
2821,118047.9
2822,176750.0
2823,200230.0
2824,195315.0
2825,131227.1
2826,133730.0
2827,136630.0
2828,223333.5
2829,248775.0
2830,266639.7
2831,189319.4
2832,279323.7
2833,298508.8
2834,223787.9
2835,216277.5
2836,207930.0
2837,173690.0
2838,145655.0
2839,188100.0
2840,195470.0
2841,201870.0
2842,222600.0
2843,129063.3
2844,163080.0
2845,124050.0
2846,210500.0
2847,196880.0
2848,208374.0
2849,200242.5
2850,285297.1
2851,216490.0
2852,250957.0
2853,222550.0
2854,142400.0
2855,226640.0
2856,210408.2
2857,188090.0
2858,221850.0
2859,154200.0
2860,127900.0
2861,134998.0
2862,199763.7
2863,113685.0
2864,221485.2
2865,140000.0
2866,134278.57142857142
2867,117255.0
2868,128797.1
2869,127630.0
2870,141170.0
2871,93390.0
2872,82700.0
2873,92440.0
2874,129800.0
2875,125540.0
2876,120995.0
2877,144675.4
2878,143607.6
2879,143388.4
2880,126850.0
2881,166170.4
2882,164950.0
2883,216400.0
2884,157147.8
2885,187640.0
2886,198190.0
2887,106490.0
2888,135465.0
2889,76975.0
2890,102320.0
2891,131248.0
2892,66162.6
2893,85830.0
2894,77625.0
2895,282990.0
2896,278000.0
2897,194760.0
2898,160620.5
2899,215741.1
2900,164240.0
2901,207020.6
2902,227037.2
2903,335182.6
2904,367115.2
2905,102338.7
2906,216110.0
2907,104100.0
2908,125360.0
2909,163195.0
2910,87160.0
2911,93350.0
2912,143800.0
2913,86340.0
2914,93650.0
2915,93250.0
2916,88070.0
2917,178930.9
2918,115400.0
2919,225122.8
